Type,date,visitation,placekey
American,2020-07,21,1142
American,2020-07,22,926
American,2020-07,23,791
American,2020-07,24,708
American,2020-07,25,616
American,2020-07,26,553
American,2020-07,27,471
American,2020-07,28,392
American,2020-07,29,372
American,2020-07,30,341
American,2020-07,31,293
American,2020-07,32,241
American,2020-07,33,254
American,2020-07,34,210
American,2020-07,35,204
American,2020-07,36,174
American,2020-07,37,157
American,2020-07,38,142
American,2020-07,39,111
American,2020-07,40,101
American,2020-07,41,107
American,2020-07,42,96
American,2020-07,43,96
American,2020-07,44,75
American,2020-07,45,82
American,2020-07,46,67
American,2020-07,47,59
American,2020-07,48,63
American,2020-07,49,64
American,2020-07,50,45
American,2020-07,51,45
American,2020-07,52,44
American,2020-07,53,45
American,2020-07,54,31
American,2020-07,56,36
American,2020-07,57,23
American,2020-07,58,31
American,2020-07,59,24
American,2020-07,60,27
American,2020-07,62,23
American,2020-07,63,16
American,2020-07,64,23
American,2020-07,65,16
American,2020-07,70,17
American,2020-07,73,8
American,2020-07,76,7
American,2020-07,86,7
American,2020-07,87,7
American,2020-07,142,1
American,2020-07,267,1
American,2020-08,2,702924
American,2020-08,3,191517
American,2020-08,4,76720
American,2020-08,5,90100
American,2020-08,6,54633
American,2020-08,7,33749
American,2020-08,8,22578
American,2020-08,9,15655
American,2020-08,10,11321
American,2020-08,11,8662
American,2020-08,12,6709
American,2020-08,13,5301
American,2020-08,14,4214
American,2020-08,15,3300
American,2020-08,16,2806
American,2020-08,17,2433
American,2020-08,18,1991
American,2020-08,19,1662
American,2020-08,20,1438
American,2020-08,21,1209
American,2020-08,22,1025
American,2020-08,23,874
American,2020-08,24,806
American,2020-08,25,702
American,2020-08,26,570
American,2020-08,27,495
American,2020-08,28,465
American,2020-08,29,456
American,2020-08,30,358
American,2020-08,31,329
American,2020-08,32,288
American,2020-08,33,242
American,2020-08,34,232
American,2020-08,35,201
American,2020-08,36,196
American,2020-08,37,164
American,2020-08,38,166
American,2020-08,39,137
American,2020-08,40,138
American,2020-08,41,125
American,2020-08,42,112
American,2020-08,43,117
American,2020-08,44,76
American,2020-08,45,92
American,2020-08,46,70
American,2020-08,47,82
American,2020-08,48,57
American,2020-08,49,48
American,2020-08,50,42
American,2020-08,51,59
American,2020-08,52,44
American,2020-08,55,50
American,2020-08,57,45
American,2020-08,58,36
American,2020-08,63,24
American,2020-08,68,17
American,2020-08,71,15
American,2020-08,72,15
American,2020-08,76,13
American,2020-08,77,8
American,2020-08,81,11
American,2020-08,87,10
American,2020-08,103,5
American,2020-08,108,4
American,2020-08,166,1
American,2020-08,289,1
American,2020-09,2,676056
American,2020-09,3,184485
American,2020-09,4,73692
American,2020-09,5,87084
American,2020-09,6,50763
American,2020-09,7,32496
American,2020-09,8,21673
American,2020-09,9,14887
American,2020-09,10,10699
American,2020-09,11,8098
American,2020-09,12,6293
American,2020-09,13,5011
American,2020-09,14,3971
American,2020-09,15,3159
American,2020-09,16,2680
American,2020-09,17,2216
American,2020-09,18,1793
American,2020-09,19,1571
American,2020-09,20,1286
American,2020-09,21,1133
American,2020-09,22,955
American,2020-09,23,837
American,2020-09,24,711
American,2020-09,25,599
American,2020-09,26,576
American,2020-09,27,473
American,2020-09,28,444
American,2020-09,29,396
American,2020-09,30,321
American,2020-09,31,283
American,2020-09,32,293
American,2020-09,33,255
American,2020-09,34,237
American,2020-09,35,213
American,2020-09,36,186
American,2020-09,37,147
American,2020-09,38,169
American,2020-09,39,114
American,2020-09,40,129
American,2020-09,41,114
American,2020-09,42,92
American,2020-09,43,107
American,2020-09,44,79
American,2020-09,45,76
American,2020-09,46,87
American,2020-09,47,71
American,2020-09,48,60
American,2020-09,49,52
American,2020-09,50,65
American,2020-09,52,55
American,2020-09,53,49
American,2020-09,56,41
American,2020-09,57,42
American,2020-09,59,26
American,2020-09,60,25
American,2020-09,61,35
American,2020-09,62,17
American,2020-09,67,25
American,2020-09,79,10
American,2020-09,80,7
American,2020-09,84,7
American,2020-09,85,10
American,2020-09,130,2
American,2020-09,158,1
American,2020-09,266,2
American,2020-10,2,694363
American,2020-10,3,189023
American,2020-10,4,76351
American,2020-10,5,90152
American,2020-10,6,53735
American,2020-10,7,34096
American,2020-10,8,22652
American,2020-10,9,15779
American,2020-10,10,11529
American,2020-10,11,8739
American,2020-10,12,6882
American,2020-10,13,5400
American,2020-10,14,4354
American,2020-10,15,3613
American,2020-10,16,2999
American,2020-10,17,2379
American,2020-10,18,2106
American,2020-10,19,1658
American,2020-10,20,1460
American,2020-10,21,1321
American,2020-10,22,1133
American,2020-10,23,880
American,2020-10,24,849
American,2020-10,25,751
American,2020-10,26,664
American,2020-10,27,544
American,2020-10,28,486
American,2020-10,29,448
American,2020-10,30,354
American,2020-10,31,348
American,2020-10,32,329
American,2020-10,33,306
American,2020-10,34,245
American,2020-10,35,222
American,2020-10,36,225
American,2020-10,37,214
American,2020-10,38,184
American,2020-10,39,174
American,2020-10,40,148
American,2020-10,41,134
American,2020-10,42,145
American,2020-10,43,129
American,2020-10,44,103
American,2020-10,45,96
American,2020-10,46,85
American,2020-10,47,94
American,2020-10,48,79
American,2020-10,50,55
American,2020-10,53,46
American,2020-10,54,62
American,2020-10,57,46
American,2020-10,58,25
American,2020-10,60,29
American,2020-10,62,28
American,2020-10,63,32
American,2020-10,72,19
American,2020-10,78,13
American,2020-10,81,10
American,2020-10,92,6
American,2020-10,99,3
American,2020-10,115,5
American,2020-10,166,1
American,2020-10,297,1
American,2020-11,2,581617
American,2020-11,3,158532
American,2020-11,4,63660
American,2020-11,5,72235
American,2020-11,6,42599
American,2020-11,7,26954
American,2020-11,8,17783
American,2020-11,9,12428
American,2020-11,10,8899
American,2020-11,11,6547
American,2020-11,12,5197
American,2020-11,13,3936
American,2020-11,14,3187
American,2020-11,15,2608
American,2020-11,16,2143
American,2020-11,17,1771
American,2020-11,18,1525
American,2020-11,19,1231
American,2020-11,20,1119
American,2020-11,21,931
American,2020-11,22,787
American,2020-11,23,704
American,2020-11,24,585
American,2020-11,25,496
American,2020-11,26,454
American,2020-11,27,388
American,2020-11,28,358
American,2020-11,29,301
American,2020-11,30,304
American,2020-11,31,238
American,2020-11,32,231
American,2020-11,33,191
American,2020-11,34,179
American,2020-11,35,164
American,2020-11,36,141
American,2020-11,37,150
American,2020-11,38,131
American,2020-11,39,120
American,2020-11,40,115
American,2020-11,41,102
American,2020-11,42,84
American,2020-11,43,72
American,2020-11,44,63
American,2020-11,45,67
American,2020-11,46,49
American,2020-11,47,58
American,2020-11,49,48
American,2020-11,50,40
American,2020-11,54,40
American,2020-11,56,33
American,2020-11,58,26
American,2020-11,59,25
American,2020-11,61,18
American,2020-11,62,24
American,2020-11,64,18
American,2020-11,71,19
American,2020-11,92,6
American,2020-11,133,1
American,2020-11,238,1
American,2020-12,2,567852
American,2020-12,3,153389
American,2020-12,4,61691
American,2020-12,5,72237
American,2020-12,6,44288
American,2020-12,7,26992
American,2020-12,8,18365
American,2020-12,9,12479
American,2020-12,10,9396
American,2020-12,11,6909
American,2020-12,12,5375
American,2020-12,13,4245
American,2020-12,14,3430
American,2020-12,15,2712
American,2020-12,16,2249
American,2020-12,17,1900
American,2020-12,18,1555
American,2020-12,19,1394
American,2020-12,20,1149
American,2020-12,21,1000
American,2020-12,22,865
American,2020-12,23,747
American,2020-12,24,641
American,2020-12,25,609
American,2020-12,26,470
American,2020-12,27,451
American,2020-12,28,379
American,2020-12,29,336
American,2020-12,30,294
American,2020-12,31,271
American,2020-12,32,239
American,2020-12,33,254
American,2020-12,34,225
American,2020-12,35,213
American,2020-12,36,159
American,2020-12,37,136
American,2020-12,38,139
American,2020-12,39,126
American,2020-12,40,109
American,2020-12,41,88
American,2020-12,42,98
American,2020-12,43,83
American,2020-12,45,71
American,2020-12,48,54
American,2020-12,49,55
American,2020-12,50,42
American,2020-12,51,44
American,2020-12,52,40
American,2020-12,53,42
American,2020-12,57,37
American,2020-12,59,34
American,2020-12,66,18
American,2020-12,69,10
American,2020-12,70,12
American,2020-12,72,11
American,2020-12,76,9
American,2020-12,79,11
American,2020-12,80,7
American,2020-12,84,12
American,2020-12,166,1
American,2020-12,288,1
American,2021-01,2,533403
American,2021-01,3,145325
American,2021-01,4,58178
American,2021-01,5,67230
American,2021-01,6,41106
American,2021-01,7,25709
American,2021-01,8,16803
American,2021-01,9,11863
American,2021-01,10,8578
American,2021-01,11,6541
American,2021-01,12,5086
American,2021-01,13,3963
American,2021-01,14,3143
American,2021-01,15,2509
American,2021-01,16,2121
American,2021-01,17,1721
American,2021-01,18,1407
American,2021-01,19,1246
American,2021-01,20,1066
American,2021-01,21,925
American,2021-01,22,797
American,2021-01,23,686
American,2021-01,24,602
American,2021-01,25,528
American,2021-01,26,461
American,2021-01,27,387
American,2021-01,28,349
American,2021-01,29,311
American,2021-01,30,287
American,2021-01,31,238
American,2021-01,32,228
American,2021-01,33,200
American,2021-01,34,170
American,2021-01,35,155
American,2021-01,36,150
American,2021-01,37,142
American,2021-01,38,134
American,2021-01,39,105
American,2021-01,40,104
American,2021-01,42,88
American,2021-01,43,87
American,2021-01,44,70
American,2021-01,45,55
American,2021-01,47,63
American,2021-01,49,40
American,2021-01,50,43
American,2021-01,52,46
American,2021-01,53,41
American,2021-01,56,31
American,2021-01,58,32
American,2021-01,59,21
American,2021-01,62,21
American,2021-01,64,14
American,2021-01,69,16
American,2021-01,73,16
American,2021-01,76,12
American,2021-01,77,9
American,2021-01,89,6
American,2021-01,186,1
American,2021-01,270,1
American,2021-02,2,536880
American,2021-02,3,146222
American,2021-02,4,58781
American,2021-02,5,68279
American,2021-02,6,40793
American,2021-02,7,25611
American,2021-02,8,16819
American,2021-02,9,11928
American,2021-02,10,8410
American,2021-02,11,6192
American,2021-02,12,4791
American,2021-02,13,3759
American,2021-02,14,3147
American,2021-02,15,2462
American,2021-02,16,2027
American,2021-02,17,1584
American,2021-02,18,1414
American,2021-02,19,1267
American,2021-02,20,1027
American,2021-02,21,881
American,2021-02,22,719
American,2021-02,23,646
American,2021-02,24,539
American,2021-02,25,507
American,2021-02,26,410
American,2021-02,27,364
American,2021-02,28,326
American,2021-02,29,307
American,2021-02,30,273
American,2021-02,31,235
American,2021-02,32,228
American,2021-02,33,181
American,2021-02,34,156
American,2021-02,35,163
American,2021-02,36,125
American,2021-02,37,118
American,2021-02,38,117
American,2021-02,39,107
American,2021-02,40,88
American,2021-02,41,101
American,2021-02,43,67
American,2021-02,44,66
American,2021-02,45,66
American,2021-02,47,55
American,2021-02,48,51
American,2021-02,49,42
American,2021-02,50,37
American,2021-02,51,31
American,2021-02,52,28
American,2021-02,54,30
American,2021-02,56,26
American,2021-02,59,21
American,2021-02,61,21
American,2021-02,64,20
American,2021-02,68,9
American,2021-02,72,17
American,2021-02,73,13
American,2021-02,75,8
American,2021-02,89,5
American,2021-02,166,2
American,2021-02,268,1
American,2021-03,2,657268
American,2021-03,3,177891
American,2021-03,4,71643
American,2021-03,5,87882
American,2021-03,6,53733
American,2021-03,7,34097
American,2021-03,8,22862
American,2021-03,9,16346
American,2021-03,10,12129
American,2021-03,11,9226
American,2021-03,12,7206
American,2021-03,13,5572
American,2021-03,14,4458
American,2021-03,15,3716
American,2021-03,16,3052
American,2021-03,17,2591
American,2021-03,18,2203
American,2021-03,19,1897
American,2021-03,20,1598
American,2021-03,21,1355
American,2021-03,22,1188
American,2021-03,23,1042
American,2021-03,24,891
American,2021-03,25,777
American,2021-03,26,707
American,2021-03,27,605
American,2021-03,28,542
American,2021-03,29,503
American,2021-03,30,437
American,2021-03,31,403
American,2021-03,32,355
American,2021-03,33,332
American,2021-03,34,288
American,2021-03,35,251
American,2021-03,36,268
American,2021-03,37,232
American,2021-03,38,180
American,2021-03,39,189
American,2021-03,40,152
American,2021-03,41,146
American,2021-03,42,159
American,2021-03,43,134
American,2021-03,44,101
American,2021-03,45,107
American,2021-03,46,111
American,2021-03,47,109
American,2021-03,48,80
American,2021-03,49,81
American,2021-03,50,72
American,2021-03,51,63
American,2021-03,52,79
American,2021-03,53,74
American,2021-03,54,61
American,2021-03,55,52
American,2021-03,57,53
American,2021-03,58,34
American,2021-03,59,42
American,2021-03,62,43
American,2021-03,67,21
American,2021-03,68,22
American,2021-03,69,19
American,2021-03,71,16
American,2021-03,72,18
American,2021-03,73,18
American,2021-03,75,18
American,2021-03,79,15
American,2021-03,86,10
American,2021-03,89,6
American,2021-03,97,4
American,2021-03,100,6
American,2021-03,103,4
American,2021-03,214,1
American,2021-03,347,1
American,2021-04,2,674310
American,2021-04,3,183516
American,2021-04,4,73706
American,2021-04,5,88605
American,2021-04,6,53280
American,2021-04,7,34388
American,2021-04,8,23181
American,2021-04,9,16112
American,2021-04,10,12110
American,2021-04,11,9136
American,2021-04,12,7144
American,2021-04,13,5646
American,2021-04,14,4656
American,2021-04,15,3792
American,2021-04,16,3112
American,2021-04,17,2471
American,2021-04,18,2238
American,2021-04,19,1869
